101,92,216,92,216,114,101,114
101,130,165,137,163,163,99,156
163,133,204,133,204,157,163,157
265,133,287,133,287,155,265,155
283,133,315,133,315,157,283,157
344,133,385,133,385,157,344,157
582,133,647,135,646,159,581,156
206,136,211,136,211,152,206,152
216,135,266,135,266,157,216,157
386,130,448,137,445,163,383,156
447,135,515,135,515,157,447,157
515,135,579,135,579,162,515,162
315,136,332,136,332,158,315,158
87,185,172,182,173,208,88,212
682,184,714,184,714,209,682,209
712,185,719,185,719,202,712,202
723,180,788,185,786,210,721,205
939,185,949,185,949,204,939,204
950,184,991,184,991,207,950,207
89,223,238,228,237,254,88,249
234,228,246,228,246,241,234,241
248,226,304,226,304,253,248,253
302,225,379,229,377,254,301,250
724,226,756,226,756,249,724,249
969,226,988,226,988,239,969,239
378,228,462,228,462,248,378,248
758,231,785,231,785,253,758,253
969,253,988,253,988,270,969,270
89,256,167,256,167,280,89,280
258,256,337,256,337,280,258,280
337,256,371,256,371,280,337,280
442,256,476,256,476,278,442,278
726,256,756,256,756,280,726,280
168,258,256,258,256,278,168,278
371,258,429,258,429,280,371,280
758,261,785,261,785,283,758,283
967,283,988,283,988,361,967,361
89,287,131,287,131,309,89,309
131,287,217,287,217,310,131,310
217,287,339,287,339,310,217,310
408,287,444,287,444,309,408,309
445,287,498,287,498,309,445,309
734,287,756,287,756,309,734,309
339,288,395,288,395,309,339,309
758,290,785,290,785,314,758,314
89,317,145,317,145,339,89,339
145,317,231,317,231,339,145,339
229,317,295,317,295,342,229,342
295,317,334,317,334,337,295,337
407,317,429,317,429,339,407,339
429,317,483,317,483,339,429,339
734,317,756,317,756,339,734,339
337,319,391,319,391,337,337,337
758,320,785,320,785,344,758,344
425,347,440,347,440,368,425,368
437,346,469,346,469,369,437,369
89,347,172,347,172,368,89,368
173,347,260,347,260,369,173,369
260,347,320,347,320,369,260,369
469,347,542,347,542,369,469,369
734,347,756,347,756,369,734,369
320,349,354,349,354,368,320,368
354,349,410,349,410,368,354,368
758,351,785,351,785,373,758,373
89,376,126,376,126,400,89,400
168,376,266,376,266,401,168,401
334,376,361,376,361,398,334,398
432,376,467,376,467,400,432,400
469,376,521,376,521,400,469,400
734,376,756,376,756,400,734,400
126,378,167,378,167,398,126,398
363,378,418,378,418,398,363,398
266,380,331,380,331,398,266,398
758,380,785,380,785,403,758,403
89,406,132,408,131,431,88,428
131,407,229,407,229,432,131,432
229,407,298,407,298,430,229,430
298,407,336,407,336,430,298,430
405,407,435,407,435,429,405,429
435,405,498,407,498,431,435,428
734,407,756,407,756,429,734,429
334,408,391,408,391,430,334,430
758,410,785,410,785,434,758,434
89,437,153,437,153,459,89,459
153,437,248,437,248,462,153,462
246,439,305,435,307,460,248,465
410,437,434,437,434,459,410,459
434,437,526,437,526,462,434,462
734,437,756,437,756,459,734,459
305,439,339,439,339,457,305,457
341,439,396,439,396,457,341,457
758,440,785,440,785,464,758,464
89,466,150,466,150,489,89,489
152,467,162,467,162,488,152,488
961,466,991,466,991,489,961,489
734,467,756,467,756,489,734,489
758,471,785,471,785,494,758,494
89,496,133,496,133,521,89,521
190,496,228,496,228,520,190,520
298,496,331,496,331,520,298,520
331,496,398,496,398,521,331,521
743,496,756,496,756,518,743,518
131,498,190,498,190,523,131,523
228,498,285,498,285,520,228,520
758,499,785,499,785,525,758,525
285,503,297,503,297,515,285,515
101,537,209,537,209,560,101,560
211,537,324,537,324,559,211,559
327,537,361,537,361,559,327,559
363,537,437,537,437,559,363,559
439,537,515,537,515,559,439,559
520,537,596,537,596,559,520,559
89,575,162,575,162,599,89,599
657,575,689,575,689,602,657,602
698,572,763,577,761,603,696,599
942,575,993,575,993,599,942,599
689,579,697,579,697,596,689,596
91,620,148,626,146,650,88,644
689,621,724,621,724,643,689,643
724,621,761,621,761,645,724,645
956,621,991,621,991,643,956,643
89,658,195,658,195,685,89,685
711,658,746,658,746,680,711,680
748,665,760,665,760,684,748,684
98,695,167,697,166,724,97,721
719,695,748,695,748,717,719,717
748,702,760,702,760,721,748,721
91,733,146,733,146,755,91,755
711,733,748,733,748,755,711,755
956,733,991,733,991,755,956,755
749,739,760,739,760,758,749,758
91,770,118,770,118,792,91,792
711,770,746,770,746,792,711,792
748,776,760,776,760,795,748,795
87,815,135,815,135,839,87,839
136,817,189,817,189,841,136,841
188,818,280,816,280,839,189,841
332,817,374,817,374,839,332,839
376,817,417,817,417,839,376,839
415,817,442,817,442,839,415,839
442,815,523,820,521,845,441,841
521,817,628,817,628,842,521,842
280,820,300,820,300,839,280,839
304,820,331,820,331,841,304,841
97,854,116,854,116,874,97,874
119,854,153,854,153,876,119,876
182,854,271,854,271,876,182,876
271,854,295,854,295,880,271,880
293,854,337,854,337,876,293,876
153,856,180,856,180,874,153,874
