537,93,618,93,618,106,537,106
462,96,518,96,518,109,462,109
696,109,878,104,878,118,696,123
881,106,928,106,928,115,881,115
548,117,627,110,628,124,550,132
596,143,646,143,646,156,596,156
222,141,448,300,389,383,164,224
375,184,421,184,421,240,375,240
996,203,1056,203,1056,246,996,246
1065,203,1115,203,1115,243,1065,243
217,267,420,416,382,468,179,319
515,310,1073,288,1078,405,520,426
212,381,259,381,259,440,212,440
263,407,335,456,309,494,237,446
523,447,1061,425,1064,496,526,518
221,430,341,534,309,570,189,466
215,506,240,506,240,543,215,543
221,540,248,514,342,607,315,634
326,520,419,607,393,635,300,548
215,550,240,550,240,590,215,590
653,556,761,543,767,592,660,606
771,550,828,550,828,590,771,590
521,553,650,553,650,603,521,603
243,559,345,657,319,684,217,586
861,603,1096,597,1097,644,862,650
222,601,395,759,366,790,193,633
517,619,752,609,755,662,519,671
762,612,850,612,850,653,762,653
195,674,221,651,273,709,248,732
234,721,264,692,396,825,367,854
195,748,221,721,345,845,318,871
201,795,226,770,320,864,295,889
195,835,224,807,357,946,328,974
307,857,334,831,431,928,404,954
193,871,221,844,420,1052,391,1079
312,855,433,971,408,998,286,882
195,914,220,889,303,971,278,996
195,953,222,927,425,1147,397,1172
323,955,350,931,438,1032,411,1056
266,981,291,959,363,1042,337,1064
195,998,218,975,315,1071,292,1095
192,1039,222,1012,381,1185,351,1213
334,1051,354,1033,399,1083,379,1101
198,1078,223,1055,296,1135,272,1158
279,1078,307,1057,367,1138,340,1158
381,1078,406,1078,406,1115,381,1115
202,1117,222,1100,281,1169,261,1187
1712,1118,1759,1118,1759,1153,1712,1153
1602,1125,1709,1121,1710,1157,1603,1161
1503,1125,1550,1125,1550,1162,1503,1162
254,1145,283,1121,433,1290,405,1315
1553,1128,1593,1128,1593,1159,1553,1159
339,1151,364,1126,425,1187,400,1212
198,1157,226,1134,323,1255,294,1278
1601,1165,1756,1157,1758,1192,1603,1201
268,1165,296,1165,296,1215,268,1215
192,1195,219,1171,349,1322,321,1345
362,1184,390,1184,390,1231,362,1231
1262,1178,1581,1178,1581,1256,1262,1256
280,1207,302,1189,368,1268,346,1286
1600,1204,1721,1196,1723,1234,1603,1241
1602,1240,1759,1236,1760,1273,1603,1277
196,1254,222,1231,306,1330,280,1353
286,1262,312,1239,395,1334,369,1357
337,1272,357,1255,402,1308,382,1325
1268,1265,1578,1265,1578,1312,1268,1312
1656,1278,1737,1278,1737,1312,1656,1312
1600,1281,1646,1281,1646,1312,1600,1312
198,1290,251,1278,283,1414,230,1426
1706,1315,1737,1315,1737,1343,1706,1343
1603,1318,1703,1318,1703,1353,1603,1353
270,1338,298,1316,370,1407,341,1430
1268,1334,1362,1334,1362,1375,1268,1375
1366,1336,1455,1331,1458,1374,1369,1379
1462,1337,1506,1337,1506,1368,1462,1368
242,1358,269,1334,400,1482,373,1506
1598,1356,1749,1346,1751,1382,1600,1392
714,1363,893,1358,894,1401,715,1407
1268,1374,1447,1378,1446,1423,1267,1419
1453,1384,1521,1384,1521,1412,1453,1412
1684,1387,1715,1387,1715,1425,1684,1425
1715,1390,1740,1390,1740,1418,1715,1418
1600,1393,1687,1393,1687,1431,1600,1431
264,1414,289,1393,332,1446,306,1467
875,1403,1053,1403,1053,1446,875,1446
771,1412,865,1412,865,1450,771,1450
700,1418,765,1418,765,1453,700,1453
1268,1418,1450,1418,1450,1456,1268,1456
556,1421,690,1421,690,1459,556,1459
1703,1425,1765,1420,1767,1455,1706,1460
1675,1428,1709,1428,1709,1462,1675,1462
1600,1431,1678,1431,1678,1468,1600,1468
297,1460,321,1442,369,1505,344,1524
686,1462,999,1450,1001,1499,687,1512
1681,1465,1715,1465,1715,1500,1681,1500
609,1471,675,1471,675,1503,609,1503
1596,1475,1675,1475,1675,1512,1596,1512
919,1500,993,1495,996,1537,922,1542
1596,1512,1749,1494,1753,1531,1600,1549
610,1514,918,1498,920,1541,612,1558
292,1549,349,1514,452,1681,395,1716
1600,1543,1721,1543,1721,1584,1600,1584
620,1560,983,1542,985,1586,622,1604
1597,1587,1730,1578,1733,1613,1600,1622
1598,1624,1718,1617,1720,1654,1600,1661
828,1621,1096,1621,1096,1712,828,1712
315,1645,345,1622,425,1725,396,1748
1646,1662,1715,1654,1719,1687,1651,1695
1600,1665,1650,1665,1650,1696,1600,1696
1668,1693,1712,1693,1712,1734,1668,1734
1600,1703,1665,1703,1665,1734,1600,1734
864,1722,1055,1712,1058,1761,866,1771
1284,1721,1337,1721,1337,1759,1284,1759
1347,1720,1544,1727,1543,1766,1345,1759
1675,1740,1740,1740,1740,1775,1675,1775
1600,1750,1678,1750,1678,1790,1600,1790
1278,1759,1328,1759,1328,1793,1278,1793
1331,1762,1550,1762,1550,1796,1331,1796
