297,50,418,53,416,114,295,112
29,52,174,54,173,114,28,112
196,55,272,58,269,115,193,111
251,145,362,147,362,172,251,170
28,146,96,146,96,171,28,171
103,146,146,146,146,170,103,170
153,146,243,146,243,171,153,171
368,146,412,146,412,170,368,170
215,178,264,173,267,199,217,204
26,176,210,176,210,206,26,206
271,176,315,176,315,200,271,200
323,179,417,177,417,205,323,207
92,400,184,400,184,426,92,426
181,398,223,398,223,425,181,425
73,540,223,540,223,571,73,571
89,885,263,891,262,922,88,915
89,921,164,921,164,945,89,945
171,921,243,921,243,946,171,946
