668,373,682,373,682,476,668,476
727,378,739,378,739,422,727,422
727,422,738,422,738,474,727,474
727,474,739,474,739,523,727,523
668,476,680,476,680,528,668,528
697,493,707,493,707,542,697,542
364,515,376,515,376,575,364,575
538,516,552,516,552,579,538,579
613,516,623,516,623,526,613,526
555,518,565,518,565,562,555,562
570,518,581,518,581,526,570,526
584,518,596,518,596,526,584,526
599,518,609,518,609,526,599,526
380,518,505,518,505,537,380,537
505,520,518,520,518,537,505,537
569,525,579,525,579,548,569,548
581,523,594,523,594,542,581,542
727,525,739,525,739,564,727,564
596,526,608,526,608,548,596,548
609,526,621,526,621,547,609,547
668,528,679,528,679,550,668,550
682,532,694,532,694,602,682,602
652,533,665,533,662,603,649,602
380,537,390,537,390,555,380,555
390,535,461,535,461,554,390,554
461,535,474,535,474,550,461,550
476,537,488,537,488,550,476,550
489,535,503,535,503,550,489,550
505,537,516,537,516,545,505,545
697,542,707,542,707,552,697,552
347,547,358,547,358,589,347,589
668,550,679,550,679,582,668,582
697,554,707,554,707,582,697,582
729,564,739,564,739,609,729,609
668,581,679,581,679,658,668,658
697,582,707,582,707,601,697,601
347,591,359,591,359,635,347,635
626,594,638,594,638,616,626,616
712,597,724,597,724,638,712,638
697,602,707,602,707,657,697,657
650,604,662,604,662,673,650,673
684,603,696,604,694,640,681,640
729,609,738,609,738,628,729,628
729,628,739,628,739,646,729,646
347,636,358,636,358,682,347,682
714,638,724,638,724,655,714,655
684,640,694,640,694,663,684,663
435,643,445,643,445,714,435,714
726,647,738,646,740,692,728,693
478,653,489,653,489,722,478,722
449,655,461,655,461,689,449,689
714,655,726,655,726,763,714,763
668,657,679,657,679,679,668,679
697,657,707,657,707,699,697,699
682,663,694,663,694,682,682,682
408,666,419,667,417,699,405,699
464,670,474,670,474,709,464,709
651,675,662,675,662,733,651,733
668,679,680,679,680,753,668,753
420,679,432,679,432,726,420,726
348,681,360,682,358,725,346,724
393,682,403,682,403,704,393,704
682,684,694,684,694,704,682,704
449,689,459,689,459,711,449,711
727,694,738,694,738,712,727,712
407,699,417,699,417,721,407,721
697,699,707,699,707,744,697,744
684,704,695,704,695,733,684,733
462,707,474,707,474,726,462,726
628,707,636,707,636,721,628,721
393,711,403,711,403,746,393,746
450,717,461,717,461,753,450,753
626,722,636,722,636,748,626,748
408,721,418,721,418,765,408,765
435,722,445,722,445,758,435,758
347,724,359,724,359,842,347,842
422,733,432,733,432,768,422,768
478,733,488,733,488,788,478,788
505,733,516,733,516,773,505,773
684,732,696,733,694,770,681,770
464,736,474,736,474,836,464,836
650,734,662,734,660,777,648,776
729,741,738,741,738,760,729,760
393,746,403,746,403,765,393,765
626,748,636,748,636,771,626,771
694,744,707,744,707,771,694,771
378,751,390,751,390,792,378,792
449,753,459,753,459,771,449,771
437,756,445,756,445,778,437,778
668,755,679,755,679,776,668,776
715,762,727,763,723,821,711,820
408,765,417,765,417,805,408,805
393,768,403,768,403,815,393,815
422,770,432,770,432,793,422,793
682,770,694,770,694,795,682,795
506,773,516,773,516,793,506,793
521,771,533,771,533,827,521,827
697,771,707,771,707,825,697,825
450,773,459,773,459,812,450,812
626,771,648,771,648,798,626,798
726,773,738,773,741,820,729,821
670,775,680,775,680,805,670,805
650,777,661,776,665,871,653,871
479,790,489,790,489,824,479,824
628,793,636,793,636,807,628,807
378,795,390,795,390,829,378,829
682,795,694,795,696,846,684,846
422,797,430,797,430,832,422,832
640,800,650,800,650,814,640,814
506,802,516,802,516,837,506,837
408,805,417,805,417,841,408,841
669,805,681,805,678,843,667,842
626,807,636,807,636,864,626,864
449,814,461,814,461,873,449,873
636,814,648,814,648,844,636,844
393,815,403,815,403,871,393,871
715,820,727,821,724,867,712,866
729,822,740,822,738,882,726,881
478,825,489,825,489,883,478,883
697,825,707,825,707,880,697,880
378,829,391,829,393,922,380,922
435,831,445,831,445,869,435,869
741,831,751,831,751,876,741,876
422,834,432,834,432,885,422,885
464,836,476,836,476,898,464,898
506,837,518,837,518,925,506,925
347,842,358,842,358,880,347,880
407,842,418,842,418,895,407,895
638,842,648,842,648,890,638,890
684,846,695,846,695,880,684,880
332,847,342,847,342,922,332,922
628,864,638,864,638,898,628,898
570,866,581,866,581,932,570,932
437,871,449,871,447,924,435,923
363,873,374,872,377,922,366,922
393,873,403,873,403,922,393,922
651,873,663,873,663,930,651,930
450,874,461,874,461,901,450,901
741,876,751,876,751,917,741,917
493,878,503,878,503,886,493,886
697,880,707,880,707,928,697,928
684,880,694,880,694,905,684,905
349,881,360,881,358,924,347,923
540,883,550,883,550,928,540,928
479,884,491,885,489,926,477,925
586,884,597,885,595,926,583,925
493,886,503,886,503,925,493,925
422,890,432,890,432,923,422,923
597,890,608,890,608,925,597,925
624,888,650,888,650,932,624,932
407,896,418,896,418,922,407,922
558,896,570,897,567,933,555,932
464,898,474,898,474,925,464,925
450,901,461,901,461,923,450,923
668,901,679,901,679,928,668,928
682,905,694,905,694,928,682,928
611,913,623,913,623,932,611,932
