423,123,505,123,505,145,423,145
508,123,569,123,569,145,508,145
703,123,788,123,788,145,703,145
791,123,835,123,835,145,791,145
617,125,702,125,702,147,617,147
508,248,555,248,555,270,508,270
638,248,780,248,780,272,638,272
423,250,506,250,506,270,423,270
427,353,466,357,464,379,425,376
466,355,513,355,513,376,466,376
616,355,686,355,686,376,616,376
425,466,495,466,495,486,425,486
497,464,546,467,545,488,496,486
616,466,753,466,753,489,616,489
434,572,517,572,517,592,434,592
605,572,708,572,708,599,605,599
711,572,803,572,803,594,711,594
425,692,574,694,573,718,425,716
616,696,691,696,691,717,616,717
426,800,497,800,497,822,426,822
619,802,685,802,685,822,619,822
711,802,780,802,780,824,711,824
619,840,674,845,672,869,617,864
700,840,781,844,780,867,699,863
423,921,506,921,506,943,423,943
509,920,583,922,583,947,509,945
625,921,678,921,678,949,625,949
