625,452,867,452,867,494,625,494
543,614,672,614,672,651,543,651
698,614,963,614,963,651,698,651
440,671,1068,668,1069,787,440,790
557,800,946,797,947,909,558,912
789,963,958,963,958,996,789,996
960,965,1047,965,1047,996,960,996
464,965,705,965,705,1031,464,1031
789,1005,892,1005,892,1038,789,1038
892,1005,984,1005,984,1038,892,1038
916,1228,1038,1228,1038,1265,916,1265
478,1230,557,1230,557,1260,478,1260
766,1228,904,1228,904,1296,766,1296
478,1265,658,1265,658,1296,478,1296
916,1265,1038,1265,1038,1296,916,1296
