108,93,133,93,133,121,108,121
151,93,178,93,178,121,151,121
196,93,311,93,311,121,196,121
328,93,352,93,352,121,328,121
380,93,408,93,408,121,380,121
423,93,448,93,448,120,423,120
101,133,140,133,140,150,101,150
142,133,172,133,172,150,142,150
208,133,256,133,256,150,208,150
258,133,313,133,313,150,258,150
315,133,360,133,360,150,315,150
174,135,206,135,206,150,174,150
626,245,856,245,856,322,626,322
311,248,503,251,502,323,310,320
510,255,600,255,600,322,510,322
264,442,406,442,406,487,264,487
234,448,255,448,255,480,234,480
137,532,273,539,271,581,135,575
133,583,277,583,277,630,133,630
108,956,198,956,198,995,108,995
262,991,315,991,315,1036,262,1036
108,1003,140,1003,140,1042,108,1042
148,1003,245,1003,245,1044,148,1044
